EmployeeId,LastName,FirstName,Title,BirthDate,HireDate,Address,City,State,Country,PostalCode,Phone,Fax,Email
1,Adams,Andrew,General Manager,1962-02-18 00:00:00,2002-08-14 00:00:00,11120 Jasper Ave NW,Edmonton,AB,Canada,T5K 2N1,+1 (780) 428-9482,+1 (780) 428-3457,andrew@chinookcorp.com
2,Edwards,Nancy,Sales Manager,1958-12-08 00:00:00,2002-05-01 00:00:00,825 8 Ave SW,Calgary,AB,Canada,T2P 2T3,+1 (403) 262-3443,+1 (403) 262-3322,nancy@chinookcorp.com
3,Peacock,Jane,Sales Support Agent,1973-08-29 00:00:00,2002-04-01 00:00:00,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com
4,Park,Margaret,Sales Support Agent,1947-09-19 00:00:00,2003-05-03 00:00:00,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com
5,Johnson,Steve,Sales Support Agent,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
6,Mitchell,Michael,IT Manager,1973-07-01 00:00:00,2003-10-17 00:00:00,5827 Bowness Road NW,Calgary,AB,Canada,T3B 0C5,+1 (403) 246-9887,+1 (403) 246-9899,michael@chinookcorp.com
7,King,Robert,IT Staff,1970-05-29 00:00:00,2004-01-02 00:00:00,590 Columbia Boulevard West,Lethbridge,AB,Canada,T1K 5N8,+1 (403) 456-9986,+1 (403) 456-8485,robert@chinookcorp.com
8,Callahan,Laura,IT Staff,1968-01-09 00:00:00,2004-03-04 00:00:00,923 7 ST NW,Lethbridge,AB,Canada,T1H 1Y8,+1 (403) 467-3351,+1 (403) 467-8772,laura@chinookcorp.com
AlbumId,Title
1318,Run To The Hills,NULL,235859,5665052,0.99
1319,2 Minutes To Midnight,Adrian Smith/Bruce Dickinson,338233,8122030,0.99
1320,Iron Maiden,NULL,494602,11874875,0.99
1321,Hallowed Be Thy Name,NULL,447791,10751410,0.99
1322,The Trooper,NULL,232672,5588560,0.99
1323,Sanctuary,NULL,318511,7648679,0.99
1324,Running Free,NULL,474017,11380851,0.99
1325,Tailgunner,Bruce Dickinson/Steve Harris,255582,4089856,0.99
1326,Holy Smoke,Bruce Dickinson/Steve Harris,229459,3672064,0.99
1327,No Prayer For The Dying,Steve Harris,263941,4225024,0.99
1328,Public Enema Number One,Bruce Dickinson/David Murray,254197,4071587,0.99
1329,Fates Warning,David Murray/Steve Harris,250853,4018088,0.99
1330,The Assassin,Steve Harris,258768,4141056,0.99
1331,Run Silent Run Deep,Bruce Dickinson/Steve Harris,275408,4407296,0.99
1332,Hooks In You,Adrian Smith/Bruce Dickinson,247510,3960832,0.99
1333,Bring Your Daughter... ...To The Slaughter,Bruce Dickinson,284238,4548608,0.99
1334,Mother Russia,Steve Harris,332617,5322752,0.99
1335,Where Eagles Dare,Steve Harris,369554,5914624,0.99
1336,Revelations,Bruce Dickinson,408607,6539264,0.99
1337,Flight Of The Icarus,Adrian Smith/Bruce Dickinson,230269,3686400,0.99
1338,Die With Your Boots On,Adrian Smith/Bruce Dickinson/Steve Harris,325694,5212160,0.99
1339,The Trooper,Steve Harris,251454,4024320,0.99
1340,Still Life,David Murray/Steve Harris,294347,4710400,0.99
1341,Quest For Fire,Steve Harris,221309,3543040,0.99
1342,Sun And Steel,Adrian Smith/Bruce Dickinson,206367,3306324,0.99
1343,To Tame A Land,Steve Harris,445283,7129264,0.99
1344,Aces High,Harris,269531,6472088,0.99
1345,2 Minutes To Midnight,Smith/Dickinson,359810,8638809,0.99
1346,Losfer Words,Steve Harris,252891,6074756,0.99
1347,Flash of The Blade,Dickinson,242729,5828861,0.99
1348,Duelists,Steve Harris,366471,8800686,0.99
1349,Back in the Village,Dickinson/Smith,320548,7696518,0.99
1350,Powerslave,Dickinson,407823,9791106,0.99
1351,Rime of the Ancient Mariner,Harris,816509,19599577,0.99
1352,Intro,NULL,115931,4638848,0.99
1353,The Wicker Man,Adrian Smith/Bruce Dickinson/Steve Harris,281782,11272320,0.99
1354,Ghost Of The Navigator,Bruce Dickinson/Janick Gers/Steve Harris,408607,16345216,0.99
1355,Brave New World,Bruce Dickinson/David Murray/Steve Harris,366785,14676148,0.99
1356,Wrathchild,Steve Harris,185808,7434368,0.99
1357,2 Minutes To Midnight,Adrian Smith/Bruce Dickinson,386821,15474816,0.99
1358,Blood Brothers,Steve Harris,435513,17422464,0.99
1359,Sign Of The Cross,Steve Harris,649116,25966720,0.99
1360,The Mercenary,Janick Gers/Steve Harris,282697,11309184,0.99
1361,The Trooper,Steve Harris,273528,10942592,0.99
1362,Dream Of Mirrors,Janick Gers/Steve Harris,578324,23134336,0.99
1363,The Clansman,Steve Harris,559203,22370432,0.99
1364,The Evil That Men Do,Adrian Smith/Bruce Dickinson/Steve Harris,280737,11231360,0.99
1365,Fear Of The Dark,Steve Harris,460695,18430080,0.99
1366,Iron Maiden,Steve Harris,351869,14076032,0.99
1367,The Number Of The Beast,Steve Harris,300434,12022107,0.99
1368,Hallowed Be Thy Name,Steve Harris,443977,17760384,0.99
1369,Sanctuary,David Murray/Paul Di'Anno/Steve Harris,317335,12695680,0.99
1370,Run To The Hills,Steve Harris,292179,11688064,0.99
1371,Moonchild,Adrian Smith; Bruce Dickinson,340767,8179151,0.99
1372,Infinite Dreams,Steve Harris,369005,8858669,0.99
1373,Can I Play With Madness,Adrian Smith; Bruce Dickinson; Steve Harris,211043,5067867,0.99
1374,The Evil That Men Do,Adrian Smith; Bruce Dickinson; Steve Harris,273998,6578930,0.99
1375,Seventh Son of a Seventh Son,Steve Harris,593580,14249000,0.99
1376,The Prophecy,Dave Murray; Steve Harris,305475,7334450,0.99
1377,The Clairvoyant,Adrian Smith; Bruce Dickinson; Steve Harris,267023,6411510,0.99
1378,Only the Good Die Young,Bruce Dickinson; Harris,280894,6744431,0.99
1379,Caught Somewhere in Time,Steve Harris,445779,10701149,0.99
1380,Wasted Years,Adrian Smith,307565,7384358,0.99
1381,Sea of Madness,Adrian Smith,341995,8210695,0.99
1382,Heaven Can Wait,Steve Harris,441417,10596431,0.99
1383,Stranger in a Strange Land,Adrian Smith,344502,8270899,0.99
1384,Alexander the Great,Steve Harris,515631,12377742,0.99
1385,De Ja Vu,David Murray/Steve Harris,296176,7113035,0.99
1386,The Loneliness of the Long Dis,Steve Harris,391314,9393598,0.99
1387,22 Acacia Avenue,Adrian Smith/Steve Harris,395572,5542516,0.99
1388,Children of the Damned,Steve Harris,274364,3845631,0.99
1389,Gangland,Adrian Smith/Clive Burr/Steve Harris,228440,3202866,0.99
1390,Hallowed Be Thy Name,Steve Harris,428669,6006107,0.99
1391,Invaders,Steve Harris,203180,2849181,0.99
1392,Run to the Hills,Steve Harris,228884,3209124,0.99
1393,The Number Of The Beast,Steve Harris,293407,11737216,0.99
1394,The Prisoner,Adrian Smith/Steve Harris,361299,5062906,0.99
1395,Sign Of The Cross,Steve Harris,678008,27121792,0.99
1396,Lord Of The Flies,Janick Gers/Steve Harris,303699,12148864,0.99
1397,Man On The Edge,Blaze Bayley/Janick Gers,253413,10137728,0.99
1398,Fortunes Of War,Steve Harris,443977,17760384,0.99
1399,Look For The Truth,Blaze Bayley/Janick Gers/Steve Harris,310230,12411008,0.99
1400,The Aftermath,Blaze Bayley/Janick Gers/Steve Harris,380786,15233152,0.99
1401,Judgement Of Heaven,Steve Harris,312476,12501120,0.99
1402,Blood On The World's Hands,Steve Harris,357799,14313600,0.99
1403,The Edge Of Darkness,Blaze Bayley/Janick Gers/Steve Harris,399333,15974528,0.99
1404,2 A.M.,Blaze Bayley/Janick Gers/Steve Harris,337658,13511087,0.99
1405,The Unbeliever,Janick Gers/Steve Harris,490422,19617920,0.99
1406,Futureal,Blaze Bayley/Steve Harris,175777,7032960,0.99
1407,The Angel And The Gambler,Steve Harris,592744,23711872,0.99
1408,Lightning Strikes Twice,David Murray/Steve Harris,290377,11616384,0.99
1409,The Clansman,Steve Harris,539689,21592327,0.99
1410,When Two Worlds Collide,Blaze Bayley/David Murray/Steve Harris,377312,15093888,0.99
1411,The Educated Fool,Steve Harris,404767,16191616,0.99
1412,Don't Look To The Eyes Of A Stranger,Steve Harris,483657,19347584,0.99
1413,Como Estais Amigos,Blaze Bayley/Janick Gers,330292,13213824,0.99
1414,Please Please Please,James Brown/Johnny Terry,165067,5394585,0.99
1415,Think,Lowman Pauling,166739,5513208,0.99
1416,Night Train,Jimmy Forrest/Lewis C. Simpkins/Oscar Washington,212401,7027377,0.99
1417,Out Of Sight,Ted Wright,143725,4711323,0.99
1418,Papa's Got A Brand New Bag Pt.1,James Brown,127399,4174420,0.99
1419,I Got You (I Feel Good),James Brown,167392,5468472,0.99
1420,It's A Man's Man's Man's World,Betty Newsome/James Brown,168228,5541611,0.99
1421,Cold Sweat,Alfred Ellis/James Brown,172408,5643213,0.99
1422,Say It Loud, I'm Black And I'm Proud Pt.1,Alfred Ellis/James Brown,167392,5478117,0.99
1423,Get Up (I Feel Like Being A) Sex Machine,Bobby Byrd/James Brown/Ron Lenhoff,316551,10498031,0.99
1424,Hey America,Addie William Jones/Nat Jones,218226,7187857,0.99
1425,Make It Funky Pt.1,Charles Bobbitt/James Brown,196231,6507782,0.99
1426,I'm A Greedy Man Pt.1,Charles Bobbitt/James Brown,217730,7251211,0.99
1427,Get On The Good Foot,Fred Wesley/James Brown/Joseph Mims,215902,7182736,0.99
1428,Get Up Offa That Thing,Deanna Brown/Deidra Jenkins/Yamma Brown,250723,8355989,0.99
1429,It's Too Funky In Here,Brad Shapiro/George Jackson/Robert Miller/Walter Shaw,239072,7973979,0.99
1430,Living In America,Charlie Midnight/Dan Hartman,282880,9432346,0.99
1431,I'm Real,Full Force/James Brown,334236,11183457,0.99
1432,Hot Pants Pt.1,Fred Wesley/James Brown,188212,6295110,0.99
1433,Soul Power (Live),James Brown,260728,8593206,0.99
1434,When You Gonna Learn (Digeridoo),Jay Kay/Kay, Jay,230635,7655482,0.99
1435,Too Young To Die,Smith, Toby,365818,12391660,0.99
1436,Hooked Up,Smith, Toby,275879,9301687,0.99
1437,If I Like It, I Do It,Gelder, Nick van,293093,9848207,0.99
1438,Music Of The Wind,Smith, Toby,383033,12870239,0.99
1439,Emergency On Planet Earth,Smith, Toby,245263,8117218,0.99
1440,Whatever It Is, I Just Can't Stop,Jay Kay/Kay, Jay,247222,8249453,0.99
1441,Blow Your Mind,Smith, Toby,512339,17089176,0.99
1442,Revolution 1993,Smith, Toby,616829,20816872,0.99
1443,Didgin' Out,Buchanan, Wallis,157100,5263555,0.99
1444,Canned Heat,Jay Kay,331964,11042037,0.99
1445,Planet Home,Jay Kay/Toby Smith,284447,9566237,0.99
1446,Black Capricorn Day,Jay Kay,341629,11477231,0.99
1447,Soul Education,Jay Kay/Toby Smith,255477,8575435,0.99
1448,Failling,Jay Kay/Toby Smith,225227,7503999,0.99
1449,Destitute Illusions,Derrick McKenzie/Jay Kay/Toby Smith,340218,11452651,0.99
1450,Supersonic,Jay Kay,315872,10699265,0.99
1451,Butterfly,Jay Kay/Toby Smith,268852,8947356,0.99
1452,Were Do We Go From Here,Jay Kay,313626,10504158,0.99
1453,King For A Day,Jay Kay/Toby Smith,221544,7335693,0.99
1454,Deeper Underground,Toby Smith,281808,9351277,0.99
1455,Just Another Story,Toby Smith,529684,17582818,0.99
1456,Stillness In Time,Toby Smith,257097,8644290,0.99
1457,Half The Man,Toby Smith,289854,9577679,0.99
1458,Light Years,Toby Smith,354560,11796244,0.99
1459,Manifest Destiny,Toby Smith,382197,12676962,0.99
1460,The Kids,Toby Smith,309995,10334529,0.99
1461,Mr. Moon,Stuard Zender/Toby Smith,329534,11043559,0.99
1462,Scam,Stuart Zender,422321,14019705,0.99
1463,Journey To Arnhemland,Toby Smith/Wallis Buchanan,322455,10843832,0.99
1464,Morning Glory,J. Kay/Jay Kay,384130,12777210,0.99
1465,Space Cowboy,J. Kay/Jay Kay,385697,12906520,0.99
1466,Last Chance,C. Cester/C. Muncey,112352,3683130,0.99
1467,Are You Gonna Be My Girl,C. Muncey/N. Cester,213890,6992324,0.99
1468,Rollover D.J.,C. Cester/N. Cester,196702,6406517,0.99
1469,Look What You've Done,N. Cester,230974,7517083,0.99
1470,Get What You Need,C. Cester/C. Muncey/N. Cester,247719,8043765,0.99
1471,Move On,C. Cester/N. Cester,260623,8519353,0.99
1472,Radio Song,C. Cester/C. Muncey/N. Cester,272117,8871509,0.99
1473,Get Me Outta Here,C. Cester/N. Cester,176274,5729098,0.99
1474,Cold Hard Bitch,C. Cester/C. Muncey/N. Cester,243278,7929610,0.99
1475,Come Around Again,C. Muncey/N. Cester,270497,8872405,0.99
1476,Take It Or Leave It,C. Muncey/N. Cester,142889,4643370,0.99
1477,Lazy Gun,C. Cester/N. Cester,282174,9186285,0.99
1478,Timothy,C. Cester,270341,8856507,0.99
1479,Foxy Lady,Jimi Hendrix,199340,6480896,0.99
1480,Manic Depression,Jimi Hendrix,222302,7289272,0.99
1481,Red House,Jimi Hendrix,224130,7285851,0.99
1482,Can You See Me,Jimi Hendrix,153077,4987068,0.99
1483,Love Or Confusion,Jimi Hendrix,193123,6329408,0.99
1484,I Don't Live Today,Jimi Hendrix,235311,7661214,0.99
1485,May This Be Love,Jimi Hendrix,191216,6240028,0.99
1486,Fire,Jimi Hendrix,164989,5383075,0.99
1487,Third Stone From The Sun,Jimi Hendrix,404453,13186975,0.99
1488,Remember,Jimi Hendrix,168150,5509613,0.99
1489,Are You Experienced?,Jimi Hendrix,254537,8292497,0.99
1490,Hey Joe,Billy Roberts,210259,6870054,0.99
1491,Stone Free,Jimi Hendrix,216293,7002331,0.99
1492,Purple Haze,Jimi Hendrix,171572,5597056,0.99
1493,51st Anniversary,Jimi Hendrix,196388,6398044,0.99
1494,The Wind Cries Mary,Jimi Hendrix,200463,6540638,0.99
1495,Highway Chile,Jimi Hendrix,212453,6887949,0.99
1496,Surfing with the Alien,NULL,263707,4418504,0.99
1497,Ice 9,NULL,239721,4036215,0.99
1498,Crushing Day,NULL,314768,5232158,0.99
1499,Always With Me, Always With You,NULL,202035,3435777,0.99
1500,Satch Boogie,NULL,193560,3300654,0.99
1501,Hill of the Skull,J. Satriani,108435,1944738,0.99
1502,Circles,NULL,209071,3548553,0.99
1503,Lords of Karma,J. Satriani,288227,4809279,0.99
1504,Midnight,J. Satriani,102630,1851753,0.99
1505,Echo,J. Satriani,337570,5595557,0.99
1506,Engenho De Dentro,NULL,310073,10211473,0.99
1507,Alcohol,NULL,355239,12010478,0.99
1508,Mama Africa,NULL,283062,9488316,0.99
1509,Salve Simpatia,NULL,343484,11314756,0.99
1510,W/Brasil (Chama O Síndico),NULL,317100,10599953,0.99
1511,País Tropical,NULL,452519,14946972,0.99
1512,Os Alquimistas Estão Chegando,NULL,367281,12304520,0.99
1513,Charles Anjo 45,NULL,389276,13022833,0.99
1514,Selassiê,NULL,326321,10724982,0.99
1515,Menina Sarará,NULL,191477,6393818,0.99
1516,Que Maravilha,NULL,338076,10996656,0.99
1517,Santa Clara Clareou,NULL,380081,12524725,0.99
1518,Filho Maravilha,NULL,227526,7498259,0.99
1519,Taj Mahal,NULL,289750,9502898,0.99
1520,Rapidamente,NULL,252238,8470107,0.99
1521,As Dores do Mundo,Hyldon,255477,8537092,0.99
1522,Vou Pra Ai,NULL,300878,10053718,0.99
1523,My Brother,NULL,253231,8431821,0.99
1524,Há Quanto Tempo,NULL,270027,9004470,0.99
1525,Vício,NULL,269897,8887216,0.99
1526,Encontrar Alguém,Marco Tulio Lara/Rogerio Flausino,224078,7437935,0.99
1527,Dance Enquanto é Tempo,NULL,229093,7583799,0.99
1528,A Tarde,NULL,266919,8836127,0.99
1529,Always Be All Right,NULL,128078,4299676,0.99
1530,Sem Sentido,NULL,250462,8292108,0.99
1531,Onibusfobia,NULL,315977,10474904,0.99
1532,Pura Elegancia,João Suplicy,284107,9632269,0.99
1533,Choramingando,João Suplicy,190484,6400532,0.99
1534,Por Merecer,João Suplicy,230582,7764601,0.99
1535,No Futuro,João Suplicy,182308,6056200,0.99
1536,Voce Inteira,João Suplicy,241084,8077282,0.99
1537,Cuando A Noite Vai Chegando,João Suplicy,270628,9081874,0.99
1538,Naquele Dia,João Suplicy,251768,8452654,0.99
1539,Equinocio,João Suplicy,269008,8871455,0.99
1540,Papelão,João Suplicy,213263,7257390,0.99
1541,Cuando Eu For Pro Ceu,João Suplicy,118804,3948371,0.99
1542,Do Nosso Amor,João Suplicy,203415,6774566,0.99
1543,Borogodo,João Suplicy,208457,7104588,0.99
1544,Cafezinho,João Suplicy,180924,6031174,0.99
1545,Enquanto O Dia Não Vem,João Suplicy,220891,7248336,0.99
1546,The Green Manalishi,NULL,205792,6720789,0.99
1547,Living After Midnight,NULL,213289,7056785,0.99
1548,Breaking The Law (Live),NULL,144195,4728246,0.99
1549,Hot Rockin',NULL,197328,6509179,0.99
1550,Heading Out To The Highway (Live),NULL,276427,9006022,0.99
1551,The Hellion,NULL,41900,1351993,0.99
1552,Electric Eye,NULL,222197,7231368,0.99
1553,You've Got Another Thing Comin',NULL,305162,9962558,0.99
1554,Turbo Lover,NULL,335542,11068866,0.99
1555,Freewheel Burning,NULL,265952,8713599,0.99
1556,Some Heads Are Gonna Roll,NULL,249939,8198617,0.99
1557,Metal Meltdown,NULL,290664,9390646,0.99
1558,Ram It Down,NULL,292179,9554023,0.99
1559,Diamonds And Rust (Live),NULL,219350,7163147,0.99
1560,Victim Of Change (Live),NULL,430942,14067512,0.99
1561,Tyrant (Live),NULL,282253,9190536,0.99
1562,Comin' Home,Paul Stanley, Ace Frehley,172068,5661120,0.99
1563,Plaster Caster,Gene Simmons,198060,6528719,0.99
1564,Goin' Blind,Gene Simmons, Stephen Coronel,217652,7167523,0.99
1565,Do You Love Me,Paul Stanley, Bob Ezrin, Kim Fowley,193619,6343111,0.99
1566,Domino,Gene Simmons,226377,7488191,0.99
1567,Sure Know Something,Paul Stanley, Vincent Poncia,254354,8375190,0.99
1568,A World Without Heroes,Paul Stanley, Gene Simmons, Bob Ezrin, Lewis Reed,177815,5832524,0.99
1569,Rock Bottom,Paul Stanley, Ace Frehley,200594,6560818,0.99
1570,See You Tonight,Gene Simmons,146494,4817521,0.99
1571,I Still Love You,Paul Stanley,369815,12086145,0.99
1572,Every Time I Look At You,Paul Stanley, Vincent Cusano,283898,9290948,0.99
1573,2,000 Man,Mick Jagger, Keith Richard,312450,10292829,0.99
1574,Beth,Peter Criss, Stan Penridge, Bob Ezrin,170187,5577807,0.99
1575,Nothin' To Lose,Gene Simmons,222354,7351460,0.99
1576,Rock And Roll All Nite,Paul Stanley, Gene Simmons,259631,8549296,0.99
1577,Immigrant Song,Robert Plant,201247,6457766,0.99
1578,Heartbreaker,John Bonham/John Paul Jones/Robert Plant,316081,10179657,0.99
1579,Since I've Been Loving You,John Paul Jones/Robert Plant,416365,13471959,0.99
1580,Black Dog,John Paul Jones/Robert Plant,317622,10267572,0.99
1581,Dazed And Confused,Jimmy Page/Led Zeppelin,1116734,36052247,0.99
1582,Stairway To Heaven,Robert Plant,529658,17050485,0.99
1583,Going To California,Robert Plant,234605,7646749,0.99
1584,That's The Way,Robert Plant,343431,11248455,0.99
1585,Whole Lotta Love (Medley),Arthur Crudup/Bernard Besman/Bukka White/Doc Pomus/John Bonham/John Lee Hooker/John Paul Jones/Mort Shuman/Robert Plant/Willie Dixon,825103,26742545,0.99
1586,Thank You,Robert Plant,398262,12831826,0.99
1587,We're Gonna Groove,Ben E.King/James Bethea,157570,5180975,0.99
1588,Poor Tom,Jimmy Page/Robert Plant,182491,6016220,0.99
1589,I Can't Quit You Baby,Willie Dixon,258168,8437098,0.99
1590,Walter's Walk,Jimmy Page, Robert Plant,270785,8712499,0.99
1591,Ozone Baby,Jimmy Page, Robert Plant,215954,7079588,0.99
1592,Darlene,Jimmy Page, Robert Plant, John Bonham, John Paul Jones,307226,10078197,0.99
1593,Bonzo's Montreux,John Bonham,258925,8557447,0.99
1594,Wearing And Tearing,Jimmy Page, Robert Plant,330004,10701590,0.99
1595,The Song Remains The Same,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,330004,10708950,0.99
1596,The Rain Song,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,459180,15029875,0.99
1597,Over The Hills And Far Away,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,290089,9552829,0.99
1598,The Crunge,John Bonham/John Paul Jones,197407,6460212,0.99
1599,Dancing Days,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,223216,7250104,0.99
1600,D'Yer Mak'er,John Bonham/John Paul Jones,262948,8645935,0.99
1601,No Quarter,John Paul Jones,420493,13656517,0.99
1602,The Ocean,John Bonham/John Paul Jones,271098,8846469,0.99
1603,In The Evening,Jimmy Page, Robert Plant & John Paul Jones,410566,13399734,0.99
1604,South Bound Saurez,John Paul Jones & Robert Plant,254406,8420427,0.99
1605,Fool In The Rain,Jimmy Page, Robert Plant & John Paul Jones,372950,12371433,0.99
1606,Hot Dog,Jimmy Page & Robert Plant,197198,6536167,0.99
1607,Carouselambra,John Paul Jones, Jimmy Page & Robert Plant,634435,20858315,0.99
1608,All My Love,Robert Plant & John Paul Jones,356284,11684862,0.99
1609,I'm Gonna Crawl,Jimmy Page, Robert Plant & John Paul Jones,329639,10737665,0.99
1610,Black Dog,Jimmy Page, Robert Plant, John Paul Jones,296672,9660588,0.99
1611,Rock & Roll,Jimmy Page, Robert Plant, John Paul Jones, John Bonham,220917,7142127,0.99
1612,The Battle Of Evermore,Jimmy Page, Robert Plant,351555,11525689,0.99
1613,Stairway To Heaven,Jimmy Page, Robert Plant,481619,15706767,0.99
1614,Misty Mountain Hop,Jimmy Page, Robert Plant, John Paul Jones,278857,9092799,0.99
1615,Four Sticks,Jimmy Page, Robert Plant,284447,9481301,0.99
1616,Going To California,Jimmy Page, Robert Plant,215693,7068737,0.99
1617,When The Levee Breaks,Jimmy Page, Robert Plant, John Paul Jones, John Bonham, Memphis Minnie,427702,13912107,0.99
1618,Good Times Bad Times,Jimmy Page/John Bonham/John Paul Jones,166164,5464077,0.99
1619,Babe I'm Gonna Leave You,Jimmy Page/Robert Plant,401475,13189312,0.99
1620,You Shook Me,J. B. Lenoir/Willie Dixon,388179,12643067,0.99
1621,Dazed and Confused,Jimmy Page,386063,12610326,0.99
1622,Your Time Is Gonna Come,Jimmy Page/John Paul Jones,274860,9011653,0.99
1623,Black Mountain Side,Jimmy Page,132702,4440602,0.99
1624,Communication Breakdown,Jimmy Page/John Bonham/John Paul Jones,150230,4899554,0.99
1625,I Can't Quit You Baby,Willie Dixon,282671,9252733,0.99
1626,How Many More Times,Jimmy Page/John Bonham/John Paul Jones,508055,16541364,0.99
1627,Whole Lotta Love,Jimmy Page, Robert Plant, John Paul Jones, John Bonham,334471,11026243,0.99
1628,What Is And What Should Never Be,Jimmy Page, Robert Plant,287973,9369385,0.99
1629,The Lemon Song,Jimmy Page, Robert Plant, John Paul Jones, John Bonham,379141,12463496,0.99
1630,Thank You,Jimmy Page, Robert Plant,287791,9337392,0.99
1631,Heartbreaker,Jimmy Page, Robert Plant, John Paul Jones, John Bonham,253988,8387560,0.99
1632,Living Loving Maid (She's Just A Woman),Jimmy Page, Robert Plant,159216,5219819,0.99
1633,Ramble On,Jimmy Page, Robert Plant,275591,9199710,0.99
1634,Moby Dick,John Bonham, John Paul Jones, Jimmy Page,260728,8664210,0.99
1635,Bring It On Home,Jimmy Page, Robert Plant,259970,8494731,0.99
1636,Immigrant Song,Jimmy Page, Robert Plant,144875,4786461,0.99
1637,Friends,Jimmy Page, Robert Plant,233560,7694220,0.99
1638,Celebration Day,Jimmy Page, Robert Plant, John Paul Jones,209528,6871078,0.99
1639,Since I've Been Loving You,Jimmy Page, Robert Plant, John Paul Jones,444055,14482460,0.99
1640,Out On The Tiles,Jimmy Page, Robert Plant, John Bonham,246047,8060350,0.99
1641,Gallows Pole,Traditional,296228,9757151,0.99
1642,Tangerine,Jimmy Page,189675,6200893,0.99
1643,That's The Way,Jimmy Page, Robert Plant,337345,11202499,0.99
1644,Bron-Y-Aur Stomp,Jimmy Page, Robert Plant, John Paul Jones,259500,8674508,0.99
1645,Hats Off To (Roy) Harper,Traditional,219376,7236640,0.99
1646,In The Light,John Paul Jones/Robert Plant,526785,17033046,0.99
1647,Bron-Yr-Aur,Jimmy Page,126641,4150746,0.99
1648,Down By The Seaside,Robert Plant,316186,10371282,0.99
1649,Ten Years Gone,Robert Plant,393116,12756366,0.99
1650,Night Flight,John Paul Jones/Robert Plant,217547,7160647,0.99
1651,The Wanton Song,Robert Plant,249887,8180988,0.99
1652,Boogie With Stu,Ian Stewart/John Bonham/John Paul Jones/Mrs. Valens/Robert Plant,233273,7657086,0.99
1653,Black Country Woman,Robert Plant,273084,8951732,0.99
1654,Sick Again,Robert Plant,283036,9279263,0.99
1655,Achilles Last Stand,Jimmy Page/Robert Plant,625502,20593955,0.99
1656,For Your Life,Jimmy Page/Robert Plant,384391,12633382,0.99
1657,Royal Orleans,John Bonham/John Paul Jones,179591,5930027,0.99
1658,Nobody's Fault But Mine,Jimmy Page/Robert Plant,376215,12237859,0.99
1659,Candy Store Rock,Jimmy Page/Robert Plant,252055,8397423,0.99
1660,Hots On For Nowhere,Jimmy Page/Robert Plant,284107,9342342,0.99
1661,Tea For One,Jimmy Page/Robert Plant,566752,18475264,0.99
1662,Rock & Roll,John Bonham/John Paul Jones/Robert Plant,242442,7897065,0.99
1663,Celebration Day,John Paul Jones/Robert Plant,230034,7478487,0.99
1664,The Song Remains The Same,Robert Plant,353358,11465033,0.99
1665,Rain Song,Robert Plant,505808,16273705,0.99
1666,Dazed And Confused,Jimmy Page,1612329,52490554,0.99
1667,No Quarter,John Paul Jones/Robert Plant,749897,24399285,0.99
1668,Stairway To Heaven,Robert Plant,657293,21354766,0.99
1669,Moby Dick,John Bonham/John Paul Jones,766354,25345841,0.99
1670,Whole Lotta Love,John Bonham/John Paul Jones/Robert Plant/Willie Dixon,863895,28191437,0.99
1671,Natália,Renato Russo,235728,7640230,0.99
1672,L'Avventura,Renato Russo,278256,9165769,0.99
1673,Música De Trabalho,Renato Russo,260231,8590671,0.99
1674,Longe Do Meu Lado,Renato Russo - Marcelo Bonfá,266161,8655249,0.99
1675,A Via Láctea,Renato Russo,280084,9234879,0.99
1676,Música Ambiente,Renato Russo,247614,8234388,0.99
1677,Aloha,Renato Russo,325955,10793301,0.99
1678,Soul Parsifal,Renato Russo - Marisa Monte,295053,9853589,0.99
1679,Dezesseis,Renato Russo,323918,10573515,0.99
1680,Mil Pedaços,Renato Russo,203337,6643291,0.99
1681,Leila,Renato Russo,323056,10608239,0.99
1682,1º De Julho,Renato Russo,290298,9619257,0.99
1683,Esperando Por Mim,Renato Russo,261668,8844133,0.99
1684,Quando Você Voltar,Renato Russo,173897,5781046,0.99
1685,O Livro Dos Dias,Renato Russo,257253,8570929,0.99
1686,Será,Dado Villa-Lobos/Marcelo Bonfá,148401,4826528,0.99
1687,Ainda É Cedo,Dado Villa-Lobos/Ico Ouro-Preto/Marcelo Bonfá,236826,7796400,0.99
1688,Geração Coca-Cola,Renato Russo,141453,4625731,0.99
1689,Eduardo E Mônica,Renato Russo,271229,9026691,0.99
1690,Tempo Perdido,Renato Russo,302158,9963914,0.99
1691,Indios,Renato Russo,258168,8610226,0.99
1692,Que País É Este,Renato Russo,177606,5822124,0.99
1693,Faroeste Caboclo,Renato Russo,543007,18092739,0.99
